Provider_Number,STATUS,FYB,FYE,Hospital_Name,Street_Address,City,PO_Box,State,Zip_Code,County,MSA,RPT_REC_NUM,FY,IME_PART_A,IME_PART_C,IME_Capital_PPS,Total_IME_Payments,DSH_Part_A,DSH_Part_C,Total_DSH_Payments,DGME_Part_A_and_C,DGME_Part_B,Total_DGME_Payments,Hospital_Beds,Labor_Delivery_Beds,Total_Hosp_Beds,Total_Hosp_Medicare_Days,Total_Hosp_Medicaid_Days,Total_Hosp_Days,Total_Hosp_Bed_Days_Available,Interns_and_Residents,Total_Hosp_Employees_on_Payroll,Total_Hosp_Nonpaid_Workers,Total_Hosp_CHIP_Discharges,Total_Hosp_Medicare_Discharges,Total_Hosp_Medicaid_Discharges,Total_Hosp_Discharges,Medicaid_HMO_Discharges,Medicaid_HMO_IPF_Subp_Discharges,Medicaid_HMO_IRF_Subp_Discharges,Medicaid_IPF_Subp_Discharges,Medicaid_IRF_Subp_Discharges,Total_IPF_Subp_Discharges,Total_IRF_Subp_Discharges
250050,AS_SUBMITTED,10/01/2022,09/30/2023,OKTIBBEHA COUNTY HOSPITAL,HOSPITAL ROAD,STARKVILLE,1506,MS,39759,OKTIBBEHA,0,767065,2023,0,0,0,0,116503,0,116503,0,0,0,88,8,96,2180,2534,7471,35040,0,495.3,0,0,432,492,1404,0,0,0,0,0,0,0
250057,AS_SUBMITTED,10/01/2022,09/30/2023,KINGS DAUGHTERS MEDICAL CENTER,427 HIGHWAY 51 NORTH,BROOKHAVEN,,MS,39601-,LINCOLN,0,767066,2023,0,0,0,0,164737,0,164737,0,0,0,22,9,31,2266,1464,6542,11315,0,539.13,0,0,671,1058,2213,6,0,0,0,0,0,0
250058,AS_SUBMITTED,10/01/2022,09/30/2023,SOUTH CENTRAL REGIONAL MEDICAL CENTR,1220 JEFFERSON STREET,LAUREL,607,MS,39441,JONES,0,766462,2023,0,0,0,0,388712,0,388712,0,0,0,268,0,268,9050,5792,32190,97820,0,1243.58,0,0,1639,1404,6581,0,0,0,0,0,0,0
250060,AS_SUBMITTED,10/01/2022,05/31/2023,JEFFERSON COUNTY HOSPITAL,809 S. MAIN STREET,FAYETTE,577,MS,39069-0577,JEFFERSON,0,763500,2023,0,0,0,0,1852,0,1852,0,0,0,12,0,12,430,31,620,2916,0,52.54,0,0,46,10,83,0,0,0,0,0,139,0
250061,AS_SUBMITTED,10/01/2022,09/30/2023,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,WATER VALLEY,728,MS,38965,YALOBUSHA,0,766463,2023,0,0,0,0,0,0,0,0,0,0,26,0,26,3141,22,4023,9490,0,141.66,0,0,166,7,241,0,0,0,0,0,0,0
250067,AS_SUBMITTED,10/01/2022,09/30/2023,CLAY COUNTY MEDICAL CORPORATION,150 MEDICAL CENTER DRIVE,WEST POINT,,MS,39773,CLAY,0,765104,2023,0,0,0,0,58079,0,58079,0,0,0,49,4,53,2357,1003,5738,19345,0,250.35,0,0,266,230,897,0,0,0,0,0,0,0
250069,AMENDED,01/01/2023,12/31/2023,OCHSNER RUSH MEDICAL CENTER,1314 19TH AVENUE,MERIDIAN,,MS,39301-,LAUDERDALE,0,795234,2023,475948,0,57640,533588,675089,0,675089,405505,336585,742090,191,0,191,6221,4079,22659,69715,16.78,774.56,0,0,1320,912,4860,0,0,0,0,0,0,0
250072,AMENDED,10/01/2022,09/30/2023,CENTRAL MISSISSIPPI MEDICAL CENTER,1850 CHADWICK DRIVE,JACKSON,,MS,39204,HINDS,3560,781610,2023,0,0,0,0,524194,0,524194,0,0,0,238,0,238,4091,10020,28593,86870,0,393.45,0,0,553,1768,4637,0,0,0,0,0,0,0
250077,AS_SUBMITTED,10/01/2022,09/30/2023,WAYNE GENERAL HOSPITAL,950 MATTHEW DRIVE,WAYNESBORO,1249,MS,39367,WAYNE,0,767068,2023,11343,0,1290,12633,68238,0,68238,3131,2130,5261,49,0,49,3025,986,7302,17885,0.1,305.07,0,0,373,359,1086,70,0,0,0,0,0,0
250078,AS_SUBMITTED,10/01/2022,09/30/2023,FORREST GENERAL HOSPITAL,6051 U. S HIGHWAY 49,HATTIESBURG,16389,MS,39404,FORREST,3285,766307,2023,1595360,0,87115,1682475,3401877,0,3401877,711648,256491,968139,454,12,466,34988,24190,119091,170090,18.12,3006.84,0,0,6407,4238,22157,0,0,0,0,64,0,431
250081,AS_SUBMITTED,10/01/2022,09/30/2023,ANDERSON REGIONAL MED CTR-SOUTH CAMP,1102 CONSTITUTION AVENUE,MERIDIAN,1810,MS,39301,LAUDERDALE,0,766090,2023,0,0,0,0,0,0,0,0,0,0,33,0,33,3804,0,6609,12045,0,77.47,0,0,1,0,1,0,0,0,0,19,222,318
250082,AS_SUBMITTED,10/01/2022,09/30/2023,DELTA HEALTH-THE MEDICAL CENTER,1400 EAST UNION STREET,GREENVILLE,,MS,38704-5247,WASHINGTON,0,767315,2023,828578,0,77804,906382,446981,0,446981,534354,612981,1147335,101,0,101,4914,2814,15839,36865,17.63,508.81,0,0,943,692,2921,57,0,0,0,17,0,174
250084,AS_SUBMITTED,10/01/2022,09/30/2023,NATCHEZ REGIONAL MEDICAL CENTER,54 SOUTH SEARGENT PRENTISS DRIVE,NATCHEZ,,MS,39120,ADAMS,0,765359,2023,0,0,0,0,179886,0,179886,0,0,0,131,0,131,3434,506,11590,47815,0,289.96,0,0,698,843,2354,0,0,0,0,22,0,152
250085,AS_SUBMITTED,10/01/2022,09/30/2023,MARION GENERAL HOSPITAL,1560 SUMRALL,COLUMBIA,630,MS,39429,MARION,0,764954,2023,0,0,0,0,0,0,0,0,0,0,49,0,49,3106,104,3852,17885,0,104.7,0,0,192,33,362,0,0,0,0,0,0,0
250093,AS_SUBMITTED,04/01/2023,03/31/2024,BOLIVAR MEDICAL CENTER,901 EAST SUNFLOWER ROAD,CLEVELAND,,MS,38732,BOLIVAR,0,785117,2023,0,0,0,0,178886,0,178886,0,0,0,152,0,152,4371,617,11108,55632,0,333.39,0,0,751,188,2259,330,0,0,0,0,176,0
250094,AS_SUBMITTED,04/01/2023,03/31/2024,MERIT HEALTH WESLEY,5001 WEST HARDY ST,HATTIESBURG,,MS,39402-,LAMAR,3285,782443,2023,4806513,0,287616,5094129,639352,0,639352,2550080,694354,3244434,106,0,106,8567,5913,31870,38796,56,649.04,0,0,1681,1183,6715,0,0,0,5,0,400,0
250095,AMENDED,10/01/2022,09/30/2023,SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,INDIANOLA,,MS,38751-,SUNFLOWER,0,798573,2023,0,0,0,0,36425,0,36425,0,0,0,46,0,46,2055,504,4021,16790,0,162.28,0,0,182,201,617,0,0,0,0,0,0,0
250096,AMENDED,01/01/2023,12/31/2023,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,BRANDON,,MS,39042,RANKIN,3560,778379,2023,0,0,0,0,58753,0,58753,0,0,0,86,0,86,2602,380,4737,31390,0,148.71,0,0,459,117,1166,0,0,0,0,0,321,0
250097,AS_SUBMITTED,10/01/2022,09/30/2023,SOUTHWEST MS REGIONAL MED CENTER,215 MARION AVENUE,MCCOMB,,MS,39648,PIKE,0,763830,2023,0,0,0,0,482036,0,482036,0,0,0,97,0,97,6527,3097,18522,35405,0,824.95,0,0,1292,1088,3907,0,0,0,0,0,0,0
250099,AMENDED,10/01/2022,09/30/2023,GREENWOOD LEFLORE HOSPITAL,1401 RIVER ROAD,GREENWOOD,1410,MS,38935-1410,LEFLORE,0,781309,2023,0,0,0,0,90526,0,90526,0,0,0,25,0,25,1021,399,2778,27329,0,373.09,0,0,288,111,763,0,0,0,0,0,0,0
250100,AS_SUBMITTED,10/01/2022,09/30/2023,BAPTIST MEM HOSPITAL GOLDEN TRIANGLE,2520 FIFTH STREET NORTH,COLUMBUS,,MS,39701,LOWNDES,0,764610,2023,1575601,0,133136,1708737,974671,0,974671,474608,523227,997835,146,12,158,11926,2544,28947,57522,17.07,983.36,0,0,2828,1151,7949,1270,0,0,120,0,1622,0
250102,AS_SUBMITTED,10/01/2022,09/30/2023,MS BAPTIST MEDICAL CENTER,1225 NORTH STATE ST.,JACKSON,,MS,39202,HINDS,3560,766211,2023,0,0,0,0,1291628,0,1291628,63870,31103,94973,388,11,399,37941,6765,107066,145711,0.69,2170.45,0,0,5687,1794,16684,2344,0,0,0,0,323,0
250104,AS_SUBMITTED,10/01/2022,09/30/2023,JEFF ANDERSON REGIONAL MEDICAL CENTE,2124 14TH STREET,MERIDIAN,,MS,39301,LAUDERDALE,0,764727,2023,0,0,0,0,838811,0,838811,40427,28689,69116,270,0,270,13102,5996,34574,98550,1.09,1188.35,0,0,2591,1150,7601,0,0,0,0,0,0,0
250117,SETTLED_WITH_AUDIT,10/01/2022,09/30/2023,HIGHLAND COMMUNITY HOSPITAL,130 HIGHLAND PARKWAY,PICAYUNE,,MS,39466,PEARL RIVER,0,788172,2023,0,0,0,0,0,0,0,0,0,0,49,0,49,2009,942,5297,17885,0,224.72,0,0,284,557,1136,0,0,0,0,0,0,0
250123,AMENDED,10/01/2022,09/30/2023,SINGING RIVER GULFPORT,15200 COMMUNITY ROAD,GULFPORT,,MS,39503-,HARRISON,920,778641,2023,0,0,0,0,235167,0,235167,0,0,0,113,0,113,3748,2829,16113,40601,0,627,0,0,808,665,3703,0,0,0,0,0,0,0
250124,AS_SUBMITTED,01/01/2023,12/31/2023,MAGEE GENERAL HOSPITAL,300 S.E. THIRD AVENUE,MAGEE,,MS,39111,SIMPSON,0,772818,2023,0,0,0,0,10528,0,10528,0,0,0,44,0,44,1760,31,3055,16060,0,138.03,0,0,189,10,434,0,0,0,0,0,0,0
250127,AS_SUBMITTED,10/01/2022,09/30/2023,CHOCTAW HEALTH CENTER,210 HOSPITAL CIRCLE,CHOCTAW,,MS,39350,NESHOBA,0,776934,2023,0,0,0,0,2121,0,2121,0,0,0,20,0,20,77,123,856,7300,0,479,0,0,17,37,220,0,0,0,0,0,0,0
250128,AMENDED,01/01/2023,10/31/2023,PANOLA MEDICAL CENTER,303 MEDICAL CENTER DRIVE,BATESVILLE,,MS,38606,PANOLA,0,790847,2023,0,0,0,0,17089,0,17089,0,0,0,21,0,21,326,471,1689,6384,0,83.32,0,0,93,114,606,0,0,0,0,0,253,0
250134,SETTLED,07/01/2023,06/30/2024,WHITFIELD MEDICAL SURGICAL CENTER,,WHITFIELD,157A,MS,39193-,RANKIN,3560,796931,2023,0,0,0,0,6273,0,6273,0,0,0,11,0,11,255,50,886,4026,0,28.72,0,0,48,6,99,0,0,0,0,0,0,0
250136,AS_SUBMITTED,01/01/2023,12/31/2023,MERIT HEALTH WOMANS HOSPITAL,1026 NORTH FLOWOOD DRIVE,FLOWOOD,,MS,39232,RANKIN,3560,777221,2023,0,0,0,0,3299,0,3299,0,0,0,34,0,34,19,1252,5404,12410,0,143.69,0,0,12,159,1157,0,0,0,0,0,0,0
250138,AS_SUBMITTED,10/01/2022,09/30/2023,RIVER OAKS HOSPITAL,1030 RIVER OAKS DRIVE,FLOWOOD,,MS,39232,RANKIN,3560,768005,2023,0,0,0,0,603673,0,603673,0,0,0,158,0,158,4275,5420,23964,57670,0,525.92,0,0,1133,791,5332,0,0,0,0,0,0,0
250141,AS_SUBMITTED,10/01/2022,09/30/2023,BAPTIST MEM HOSPITAL DESOTO,7601 SOUTHCREST,SOUTHAVEN,,MS,38671,,4920,765360,2023,1433786,0,80989,1514775,1267694,0,1267694,748728,399106,1147834,298,0,298,26643,4397,77079,107942,18.72,1457.38,0,0,4588,3826,19507,0,0,0,0,20,0,512
250151,AS_SUBMITTED,01/01/2023,12/31/2023,ALLIANCE HEALTH CENTER,5000 HWY 39 NORTH,MERIDIAN,,MS,39303,LAUDERDALE,0,772282,2023,0,0,0,0,19697,0,19697,0,0,0,79,0,79,783,1780,3483,28835,0,305.82,0,0,119,377,722,0,0,0,1023,0,2856,0
250152,AS_SUBMITTED,07/01/2023,06/30/2024,MISSISSIPPI METHODIST REHAB CENTER,1350 E. WOODROW WILSON,JACKSON,,MS,39216,HINDS,3560,793858,2023,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0,11346,0,326.47,0,0,0,0,0,0,0,32,0,365,0,1825
250162,AS_SUBMITTED,10/01/2022,09/30/2023,OCHSNER MED CTR - HANCOCK,149 DRINKWATER BLVD,BAY ST. LOUIS,,MS,39520,HANCOCK,920,766092,2023,0,0,0,0,36407,0,36407,0,0,0,41,0,41,559,247,2135,14965,0,218.22,0,0,154,48,611,0,0,0,0,0,0,0
250163,SETTLED,01/01/2023,07/02/2023,PATIENTS CHOICE MED CNT-SMITH CNTY,347 MAGNOLIA DRIVE,RALEIGH,,MS,39153,SMITH,0,761151,2023,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,6935,0,6.02,0,0,8,0,8,0,0,0,0,0,0,0
250167,AS_SUBMITTED,01/01/2023,12/31/2023,METHOIDST H/C OLIVE BRANCH HOSPITAL,4250 BETHEL RAOD,OLIVE BRANCH,,MS,38654,DE SOTO,4920,774734,2023,0,0,0,0,319551,0,319551,0,0,0,73,0,73,4834,1428,17979,26645,0,432,0,0,1132,733,5031,0,0,0,0,0,0,0
250168,AS_SUBMITTED,07/01/2023,06/30/2024,UMMC-GRENADA,960 AVENT DRIVE,GRENADA,38901,MS,38901-,GRENADA,0,792065,2023,0,0,0,0,141439,0,141439,0,0,0,49,0,49,2922,1520,8367,17934,0,251.45,0,0,562,435,1321,4,0,0,0,0,0,0
250172,SETTLED,05/01/2023,09/30/2023,HIGHLAND HILLS MEDICAL CENTER,401 GETWELL DRIVE,SENATOBIA,,MS,38668,TATE,0,769752,2023,0,0,0,0,6143,0,6143,0,0,0,15,0,15,77,0,167,2295,0,68.3,0,0,32,0,81,6,0,0,0,0,0,0
250172,SETTLED,10/01/2022,04/30/2023,DELTA HEALTH-HIGHLAND HILLS,401 GETWELL DRIVE,SENATOBIA,,MS,38668,TATE,0,760885,2023,0,0,0,0,0,0,0,0,0,0,15,0,15,178,10,552,3180,0,67.22,0,0,65,3,172,0,0,0,0,0,0,0
250779,AS_SUBMITTED,03/16/2023,12/31/2023,ALLIANCE HEALTHCARE SYSTEM,1430 HWY 4 EAST,HOLLY SPRINGS,6000,MS,38634,MARSHALL,0,776748,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0
250780,SETTLED,06/01/2023,09/30/2023,JEFFERSON COUNTY HOSPITAL,809 S. MAIN STREET,FAYETTE,577,MS,39069-0577,JEFFERSON,0,779015,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251300,AS_SUBMITTED,01/01/2023,12/31/2023,S.E. LACKEY MEMORIAL HOSPITAL,330 NORTH BROAD STEET,FOREST,,MS,39074,,0,775893,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2070,19,3301,9125,0,195,0,0,99,21,274,38,0,0,0,0,0,0
251302,AMENDED,01/01/2023,12/31/2023,MONROE REGIONAL HOSPITAL,400 SOUTH CHESTNUT ST,ABERDEEN,,MS,39730,MONROE,0,782570,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2309,15,2827,9125,0,29.21,0,0,68,7,157,0,0,0,0,0,137,0
251304,AS_SUBMITTED,10/01/2022,09/30/2023,TALLAHATCHIE CRITICAL ACCESS HOSPITA,141 DR TT LEWIS DRIVE,CHARLESTON,230,MS,38921,TALLAHATCHIE,0,764729,2023,0,0,0,0,0,0,0,0,0,0,18,0,18,4331,1,4391,6570,0,275.81,0,0,42,1,54,0,0,0,0,0,0,0
251305,AS_SUBMITTED,10/01/2022,09/30/2023,LAWRENCE COUNTY HOSPITAL,1065 EAST BROAD STREET,MONTICELLO,788,MS,39654,LAWRENCE,0,763992,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1425,30,1775,9125,0,97.81,0,0,114,9,173,0,0,0,0,0,0,0
251306,AS_SUBMITTED,10/01/2022,09/30/2023,PERRY COUNTY GENERAL HOSPITAL,206 BAY AVENUE,RICHTON,1665,MS,39476,PERRY,0,764829,2023,0,0,0,0,0,0,0,0,0,0,22,0,22,838,1,863,8030,0,37.98,0,0,4,1,6,0,0,0,0,0,0,0
251307,AS_SUBMITTED,10/01/2022,09/30/2023,NOXUBEE COUNTY HOSPITAL,78 HOSPITAL DR,MACON,480,MS,39341,NOXUBEE,0,766464,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2031,10,2378,9125,0,208.51,0,0,112,3,189,0,0,0,0,0,0,0
251308,AS_SUBMITTED,10/01/2022,09/30/2023,PONTOTOC HEALTH SERVICES,176 SOUTH MAIN,PONTOTOC,,MS,38863,PONTOTOC,0,764957,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,3345,24,4815,9125,0,177.96,0,0,165,9,277,0,0,0,0,0,0,0
251309,AS_SUBMITTED,10/01/2022,09/30/2023,FIELD MEMORIAL COMMUNITY HOSPITAL,178 HIGHWAY 24,CENTREVILLE,639,MS,39631-0639,WILKINSON,0,764958,2023,0,0,0,0,0,0,0,0,0,0,16,0,16,2162,53,3310,5840,0,117.99,0,0,82,12,138,0,0,0,0,0,0,0
251312,AS_SUBMITTED,10/01/2022,09/30/2023,TYLER HOLMES MEMORIAL HOSPITAL,TYLER HOLMES MEMORIAL HOSPITAL,WINONA,409 TYLER HOLMES DRI,MS,38967,MONTGOMERY,0,766696,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2257,88,2949,9125,0,133.64,0,0,157,32,282,0,0,0,0,0,0,0
251313,AS_SUBMITTED,10/01/2022,09/30/2023,BAPTIST MEDICAL CENTER - YAZOO,823 GRAND AVENUE,YAZOO CITY,329,MS,39194,YAZOO,0,766914,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1755,118,3604,9125,0,118.4,0,0,180,39,528,0,0,0,0,0,0,0
251315,AS_SUBMITTED,10/01/2022,09/30/2023,BAPTIST MEDICAL CENTER - LEAKE  INC.,1100 HIGHWAY 16 EAST,CARTHAGE,909,MS,39051,LEAKE,0,766212,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,3340,28,5213,9125,0,124.21,0,0,224,9,387,25,0,0,0,0,0,0
251316,AS_SUBMITTED,01/01/2023,12/31/2023,OCHSNER WATKINS HOSPITAL,605 S. ARCHUSA AVENUE,QUITMAN,,MS,39355-,CLARKE,0,776250,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1263,35,2674,9125,0,85.82,0,0,37,15,105,0,0,0,0,0,0,0
251317,AS_SUBMITTED,01/01/2023,12/31/2023,SIMPSON GENERAL HOSPITAL CAH,1842 SIMPSON HWY 149,MENDENHALL,,MS,39114,SIMPSON,0,774561,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,3107,61,4134,9125,0,126.45,0,0,282,20,404,12,0,0,0,0,184,0
251318,AS_SUBMITTED,10/01/2022,09/30/2023,NORTH SUNFLOWER COUNTY HOSPITAL,N/A,RULEVILLE,369,MS,38771,SUNFLOWER,0,765361,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,3567,37,5206,9125,0,378.49,0,0,144,9,290,0,0,0,0,0,222,0
251319,AS_SUBMITTED,07/01/2023,06/30/2024,UNIVERSITY HOSPITAL & CLINICS - HOLM,239 BOWLING GREEN ROAD,LEXINGTON,,MS,39095,HOLMES,0,792675,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,735,25,1326,9150,0,84.16,0,0,71,9,162,0,0,0,0,0,0,0
251320,AS_SUBMITTED,01/01/2023,12/31/2023,CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVE,PORT GIBSON,1004,MS,39150,CLAIBORNE,0,772483,2023,0,0,0,0,0,0,0,0,0,0,22,0,22,1711,82,2294,8030,0,86.86,0,0,154,20,215,0,0,0,0,0,183,0
251322,AS_SUBMITTED,01/01/2023,12/31/2023,OCHSNER LAIRD HOSPITAL,25117 HWY 15,UNION,,MS,39365-,NEWTON,0,774409,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2408,5,3419,9125,0,105.26,0,0,53,2,95,0,0,0,0,0,0,0
251323,AS_SUBMITTED,01/01/2023,12/31/2023,OCHSNER SCOTT REGIONAL,317 HIGHWAY 13 SOUTH,MORTON,259,MS,39117-,SCOTT,0,776026,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1719,28,2486,9125,0,68.58,0,0,65,9,103,0,0,0,0,0,0,0
251324,AS_SUBMITTED,10/01/2022,09/30/2023,WALTHALL COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,TYLERTOWN,,MS,39667-2099,WALTHALL,0,766213,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,1340,22,1556,9125,0,65.09,0,0,68,16,121,0,0,0,0,0,0,0
251325,AS_SUBMITTED,10/01/2022,09/30/2023,COVINGTON COUNTY HOSPITAL,803 GERALD MCRANEY DRIVE,COLLINS,,MS,39428,COVINGTON,0,764830,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,3877,3,5236,9125,0,239.39,0,0,90,1,153,0,0,0,0,0,125,0
251326,AS_SUBMITTED,10/01/2022,09/30/2023,JEFFERSON DAVIS GENERAL HOSPITAL,1102 ROSE STREET,PRENTISS,1289,MS,39474-,JEFFERSON DAVIS,0,764730,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,742,3,783,9125,0,40.88,0,0,19,3,34,0,0,0,0,0,0,0
251327,AS_SUBMITTED,01/01/2023,12/31/2023,COPIAH COUNTY MEDICAL CENTER,27190 HWY 28,HAZLEHURST,889,MS,39083,COPIAH,0,774283,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2659,110,5178,9125,0,168.81,0,0,169,21,371,0,0,0,0,0,0,0
251329,AMENDED,10/01/2022,09/30/2023,GREENE COUNTY HOSPITAL,1017 JACKSON AVENUE,LEAKESVILLE,,MS,39451-,GREENE,0,794613,2023,0,0,0,0,0,0,0,0,0,0,7,0,7,583,6,900,2555,0,48.72,0,0,15,5,34,0,0,0,0,0,0,0
251330,AS_SUBMITTED,05/01/2023,04/30/2024,FRANKLIN COUNTY HOSPITAL,HOSPITAL ROAD,MEADVILLE,636,MS,39653,FRANKLIN,0,786271,2023,0,0,0,0,0,0,0,0,0,0,24,0,24,4261,1,4499,8760,0,176.62,0,0,94,1,103,0,0,0,0,0,0,0
251331,AS_SUBMITTED,10/01/2022,09/30/2023,BMH - CALHOUN,140 BURKE CALHOUN CITY ROAD,CALHOUN,,MS,38916,CALHOUN,0,764731,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,3672,31,3974,9125,0,145.02,0,0,137,1,167,2,0,0,0,0,0,0
251333,AS_SUBMITTED,10/01/2022,09/30/2023,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,392,MS,39470,PEARL RIVER,0,764611,2023,0,0,0,0,0,0,0,0,0,0,24,0,24,2396,5,2469,8760,0,61.43,0,0,5,2,12,0,0,0,0,0,0,0
251334,AS_SUBMITTED,10/01/2022,09/30/2023,CHOCTAW REGIONAL MEDICAL CENTER,CHOCTAW REGIONAL MEDICAL CENTER,ACKERMAN,8613 MS HWY 12,MS,39735,CHOCTAW,0,764959,2023,0,0,0,0,0,0,0,0,0,0,15,0,15,1474,4,1846,5475,0,142.33,0,0,66,3,105,0,0,0,0,0,0,0
251335,AS_SUBMITTED,01/01/2023,12/31/2023,OCHSNER STENNIS HOSPITAL,14365 HIGHWAY 16 WEST,DEKALB,,MS,39328,KEMPER,0,775404,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2029,18,2910,9125,0,57.57,0,0,47,5,80,0,0,0,0,0,0,0
251336,AS_SUBMITTED,10/01/2022,09/30/2023,BAPTIST MEDICAL CENTER - ATTALA,220 HIGHWAY 12 WEST,KOSCIUSKO,PO BOX 677,MS,39090,ATTALA,0,766465,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,2223,22,3601,9125,0,119.34,0,0,207,6,364,0,0,0,0,0,0,0
251337,AS_SUBMITTED,10/01/2022,09/30/2023,TIPPAH COUNTY HOSPITAL,1005 CITY AVE NORTH,RIPLEY,,MS,38663,TIPPAH,0,766309,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,4355,28,5235,9125,0,108.46,0,0,219,7,373,0,0,0,0,0,0,0
251338,AS_SUBMITTED,10/01/2022,09/30/2023,SHARKEY-ISSAQUENA COMM HOSPITAL,108 SOUTH FOURTH STREET,ROLLING FORK,339,MS,39159,SHARKEY,0,764732,2023,0,0,0,0,0,0,0,0,0,0,20,0,20,311,0,649,7300,0,65.46,0,0,37,0,102,0,0,0,0,0,0,0
251339,AS_SUBMITTED,01/01/2023,12/31/2023,QUITMAN COMMUNITY HOSPITAL,340 GETWELL DRIVE,MARKS,,MS,38646,QUITMAN,0,777103,2023,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,9125,0,34.74,0,0,0,0,0,0,0,0,0,0,0,0
252003,AS_SUBMITTED,09/01/2023,08/31/2024,SSH - BELHAVEN,1225 NORTH STATE STREET,JACKSON,,MS,39202-2064,HINDS,3560,796843,2023,0,0,0,0,0,0,0,0,0,0,36,0,36,6495,0,11579,13176,0,99.03,0,0,214,0,317,0,0,0,0,0,0,0
252004,AS_SUBMITTED,01/01/2023,12/31/2023,OCHSNER SPECIALTY HOSPITAL,1314 19TH AVENUE,MERIDIAN,,MS,39301-,LAUDERDALE,0,776027,2023,0,0,0,0,0,0,0,0,0,0,49,0,49,4386,0,4859,17885,0,43.82,0,0,227,0,245,0,0,0,0,0,0,0
252005,AS_SUBMITTED,01/01/2023,12/31/2023,SSH - GULF COAST,4500 13TH ST  3RD FLOOR  WING C & D,GULFPORT,,MS,39501,HARRISON,920,775405,2023,0,0,0,0,0,0,0,0,0,0,36,0,36,6532,0,11804,13140,0,117.16,0,0,240,0,381,0,0,0,0,0,0,0
252006,AS_SUBMITTED,08/01/2023,07/31/2024,REGENCY HOSPITAL OF MERIDIAN,1102 CONSTITUTION 2ND FLOOR,MERIDIAN,,MS,39301,LAUDERDALE,0,795425,2023,0,0,0,0,0,0,0,0,0,0,40,0,40,2583,0,5060,14640,0,61.97,0,0,103,0,194,0,0,0,0,0,0,0
252007,AS_SUBMITTED,03/01/2023,02/29/2024,SSH - JACKSON INC,5903 RIDGEWOOD RD,JACKSON,,MS,39211,HINDS,3560,779163,2023,0,0,0,0,0,0,0,0,0,0,53,0,53,6184,0,16965,19398,0,197.72,0,0,214,0,433,0,0,0,0,0,0,0
252013,AS_SUBMITTED,11/01/2022,10/31/2023,ALLEGIANCE SPECIALTY HOSPITAL OF GRE,300 SOUTH WASHINGTON AVENUE  3RD FL,GREENVILLE,,MS,38701,WASHINGTON,0,770420,2023,0,0,0,0,0,0,0,0,0,0,39,0,39,3471,295,5703,14235,0,94.83,0,0,126,6,186,0,0,0,0,0,221,0
252014,SETTLED,10/01/2022,09/30/2023,NORTH MISSISSIPPI SPECIALTY HOSPITAL,303 MEDICAL CENTER DRIVE  STE B,BATESVILLE,,MS,38606,PANOLA,0,769961,2023,0,0,0,0,0,0,0,0,0,0,31,0,31,1474,0,2680,11315,0,29,0,0,69,0,111,0,0,0,0,0,0,0
253027,AS_SUBMITTED,06/01/2023,05/31/2024,ENCOMPASS HEALTH REHABILITATION HOSP,4500 13TH STREET - SUITE 900,GULFPORT,,MS,39501,HARRISON,920,785631,2023,0,0,0,0,0,0,0,0,0,0,43,0,43,11516,369,15618,15693,0,124.87,0,0,1022,30,1378,22,0,0,0,0,0,0
